81787689,212300,0,2423640,3433,144153,1000,1578380014602
81516881,412594,0,2596742,32894,450820,1500,1578380018658
81559276,178519,0,2428247,17917,76101,300,1578380020704
81622186,71408,0,1315825,47028,61316,1000,1578380023372
81394266,150326,0,2981708,33134,69609,1500,1578380037890
81417721,156856,0,2836661,41902,42546,1000,1578380040689
81463167,103795,0,565590,10199,106622,1000,1578380042725
81474544,173720,0,1857537,31791,180084,1000,1578380044287
81431485,166467,0,1980171,39436,120598,500,1578380047147
81793657,238292,0,1618217,3900,221395,1000,1578380051048
81787689,212303,0,2423640,3433,144157,1000,1578380053848
81516881,412598,0,2596799,32894,450823,1500,1578380058352
81559276,178519,0,2428298,17917,76101,300,1578380060627
81622186,71413,0,1315825,47028,61322,1000,1578380063929
81394266,150327,0,2981708,33135,69609,1500,1578380077737
81417721,156857,0,2836742,41904,42547,1000,1578380081791
81463167,103795,0,565595,10199,106622,1000,1578380085332
81474544,173721,0,1857623,31791,180084,1000,1578380086884
81431485,166471,0,1980234,39437,120598,500,1578380090620
81793657,238294,0,1618263,3900,221397,1000,1578380094077
81787689,212304,0,2423701,3433,144157,1000,1578380096910
81516881,412600,0,2596799,32894,450827,1500,1578380100468
81559276,178519,0,2428298,17917,76101,300,1578380101251
81622186,71413,0,1315943,47028,61324,1000,1578380104637
81394266,150329,0,2981764,33136,69610,1500,1578380116626
81417721,156857,0,2836742,41904,42547,1000,1578380118147
81463167,103795,0,565595,10199,106622,1000,1578380121837
81474544,173725,0,1857623,31793,180088,1000,1578380124368
81431485,166472,0,1980234,39438,120598,500,1578380126670
81793657,238296,0,1618263,3900,221399,1000,1578380129709
81787689,212306,0,2423701,3433,144159,1000,1578380132593
81516881,412604,0,2596861,32894,450831,1500,1578380136364
81559276,178520,0,2428341,17917,76101,300,1578380138656
81622186,71414,0,1315943,47029,61324,1000,1578380142369
81394266,150330,0,2981764,33136,69610,1500,1578380154485
81417721,156862,0,2836815,41906,42547,1000,1578380156977
81463167,103795,0,565600,10200,106622,1000,1578380160062
81474544,173728,0,1857706,31794,180093,1000,1578380162892
81431485,166479,0,1980309,39438,120604,500,1578380165170
81793657,238297,0,1618309,3900,221401,1000,1578380169504
81787689,212308,0,2423759,3434,144160,1000,1578380172420
81516881,412604,0,2596861,32894,450831,1500,1578380175547
81559276,178523,0,2428341,17917,76102,300,1578380177363
81622186,71417,0,1316021,47031,61326,1000,1578380181245
81394266,150331,0,2981821,33136,69610,1500,1578380194301
81417721,156864,0,2836815,41906,42548,1000,1578380197662
81463167,103795,0,565600,10200,106622,1000,1578380199216
81474544,173728,0,1857706,31795,180093,1000,1578380203374
81431485,166484,0,1980309,39439,120610,500,1578380204307
81793657,238298,0,1618309,3900,221401,1000,1578380208669
81787689,212308,0,2423759,3434,144160,1000,1578380212925
81516881,412604,0,2596913,32894,450833,1500,1578380216236
81559276,178525,0,2428394,17917,76104,300,1578380217661
81622186,71417,0,1316021,47032,61326,1000,1578380221943
81394266,150332,0,2981821,33138,69611,1500,1578380234931
81417721,156867,0,2836887,41907,42550,1000,1578380238176
81463167,103795,0,565603,10200,106622,1000,1578380240644
81474544,173730,0,1857792,31796,180097,1000,1578380244697
81431485,166488,0,1980380,39439,120614,500,1578380248115
81793657,238299,0,1618356,3900,221403,1000,1578380250221
81787689,212308,0,2423814,3434,144160,1000,1578380253776
81516881,412607,0,2596972,32894,450842,1500,1578380256434
81559276,178526,0,2428441,17917,76104,300,1578380258014
81622186,71419,0,1316100,47034,61326,1000,1578380259740
81394266,150336,0,2981877,33138,69612,1500,1578380271528
81417721,156871,0,2836887,41909,42551,1000,1578380274397
81463167,103795,0,565603,10200,106622,1000,1578380275795
81474544,173731,0,1857792,31797,180099,1000,1578380277522
81431485,166493,0,1980380,39440,120616,500,1578380280202
81793657,238302,0,1618356,3900,221405,1000,1578380281954
81787689,212311,0,2423814,3434,144163,1000,1578380283896
81516881,412610,0,2596972,32894,450846,1500,1578380286612
81559276,178528,0,2428441,17917,76104,300,1578380288540
81622186,71420,0,1316100,47034,61328,1000,1578380292796
81394266,150337,0,2981877,33138,69612,1500,1578380305005
81417721,156873,0,2836970,41909,42552,1000,1578380309184
81463167,103795,0,565606,10200,106622,1000,1578380311762
81474544,173734,0,1857881,31799,180103,1000,1578380313353
81431485,166495,0,1980450,39442,120616,500,1578380317048
81793657,238302,0,1618410,3900,221405,1000,1578380319532
81787689,212312,0,2423869,3434,144165,1000,1578380323875
81516881,412610,0,2597033,32894,450846,1500,1578380328611
81559276,178528,0,2428441,17917,76104,300,1578380330034
81622186,71422,0,1316177,47035,61332,1000,1578380331639
81394266,150341,0,2981932,33139,69614,1500,1578380344073
81417721,156877,0,2836970,41909,42553,1000,1578380346809
81463167,103796,0,565606,10200,106622,1000,1578380348597
81474544,173738,0,1857881,31799,180108,1000,1578380350593
81431485,166498,0,1980450,39444,120616,500,1578380352887
81793657,238302,0,1618410,3900,221405,1000,1578380355628
81787689,212312,0,2423869,3434,144165,1000,1578380357988
81516881,412613,0,2597033,32895,450848,1500,1578380361270
81559276,178529,0,2428493,17917,76104,300,1578380362563
81622186,71424,0,1316177,47035,61332,1000,1578380366699
81394266,150341,0,2981932,33139,69614,1500,1578380379169
81417721,156879,0,2837035,41909,42554,1000,1578380381290
81463167,103796,0,565611,10200,106622,1000,1578380382902
81474544,173741,0,1857970,31800,180112,1000,1578380386274
81431485,166504,0,1980526,39446,120618,500,1578380389906
81793657,238304,0,1618459,3900,221405,1000,1578380392814
81787689,212314,0,2423917,3434,144167,1000,1578380395480
81516881,412613,0,2597033,32895,450850,1500,1578380398411
81559276,178530,0,2428493,17918,76104,300,1578380399314
81622186,71425,0,1316260,47037,61333,1000,1578380401406
81394266,150343,0,2981932,33139,69616,1500,1578380415183
81417721,156880,0,2837035,41911,42555,1000,1578380418101
81463167,103796,0,565611,10200,106622,1000,1578380419394
81474544,173744,0,1857970,31800,180116,1000,1578380421929
81431485,166511,0,1980526,39446,120620,500,1578380424597
81793657,238306,0,1618459,3900,221407,1000,1578380428581
81787689,212315,0,2423917,3434,144169,1000,1578380430780
81516881,412615,0,2597104,32895,450856,1500,1578380435645
81559276,178533,0,2428545,17918,76106,300,1578380439397
81622186,71427,0,1316260,47040,61333,1000,1578380441265
81394266,150345,0,2981981,33140,69616,1500,1578380454052
81417721,156883,0,2837124,41912,42555,1000,1578380458374
81463167,103797,0,565614,10200,106622,1000,1578380462064
81474544,173751,0,1858044,31800,180124,1000,1578380465260
81431485,166511,0,1980610,39447,120620,500,1578380466972
81793657,238308,0,1618502,3900,221409,1000,1578380469939
81787689,212316,0,2423981,3434,144169,1000,1578380472154
81516881,412618,0,2597104,32895,450862,1500,1578380474942
81559276,178534,0,2428545,17918,76106,300,1578380475875
81622186,71432,0,1316340,47041,61335,1000,1578380478749
81394266,150349,0,2981981,33141,69618,1500,1578380491371
81417721,156885,0,2837124,41915,42556,1000,1578380493954
81463167,103797,0,565614,10200,106622,1000,1578380495397
81474544,173755,0,1858044,31800,180126,1000,1578380499105
81431485,166516,0,1980610,39450,120625,500,1578380500975
81793657,238309,0,1618502,3900,221411,1000,1578380503722
81787689,212317,0,2423981,3434,144169,1000,1578380507497
81516881,412618,0,2597179,32895,450864,1500,1578380511623
81559276,178536,0,2428610,17918,76109,300,1578380512634
81622186,71436,0,1316340,47042,61336,1000,1578380514723
81394266,150350,0,2982033,33141,69618,1500,1578380526376
81417721,156888,0,2837207,41916,42556,1000,1578380529952
81463167,103798,0,565614,10200,106624,1000,1578380531555
81474544,173757,0,1858136,31801,180130,1000,1578380534917
81431485,166521,0,1980686,39451,120627,500,1578380536946
81793657,238310,0,1618543,3901,221412,1000,1578380539516
81787689,212317,0,2424033,3434,144169,1000,1578380543299
81516881,412621,0,2597179,32896,450864,1500,1578380545907
81559276,178537,0,2428610,17919,76110,300,1578380549233
81622186,71438,0,1316440,47043,61340,1000,1578380551261
81394266,150352,0,2982033,33141,69619,1500,1578380562785
81417721,156889,0,2837207,41917,42557,1000,1578380564536
81463167,103798,0,565619,10200,106624,1000,1578380568308
81474544,173759,0,1858136,31801,180132,1000,1578380571767
81431485,166528,0,1980686,39451,120633,500,1578380573209
81793657,238310,0,1618543,3901,221414,1000,1578380576792
81787689,212317,0,2424033,3434,144169,1000,1578380578876
81516881,412622,0,2597246,32896,450868,1500,1578380582197
81559276,178538,0,2428667,17919,76110,300,1578380585799
81622186,71442,0,1316440,47046,61340,1000,1578380588173
81394266,150352,0,2982091,33141,69619,1500,1578380600277
81417721,156892,0,2837278,41918,42557,1000,1578380604015
81463167,103799,0,565619,10200,106624,1000,1578380607094
81474544,173762,0,1858224,31801,180132,1000,1578380610214
81431485,166531,0,1980793,39452,120633,500,1578380612829
81793657,238311,0,1618601,3901,221414,1000,1578380616711
81787689,212319,0,2424085,3434,144169,1000,1578380620251
81516881,412625,0,2597246,32896,450870,1500,1578380624626
81559276,178541,0,2428667,17919,76110,300,1578380626748
81622186,71443,0,1316515,47046,61340,1000,1578380628742
81394266,150354,0,2982091,33142,69619,1500,1578380642032
81417721,156896,0,2837278,41918,42558,1000,1578380645024
81463167,103799,0,565624,10200,106624,1000,1578380647953
81474544,173763,0,1858224,31802,180132,1000,1578380651383
81431485,166533,0,1980793,39453,120633,500,1578380653202
81793657,238314,0,1618601,3901,221415,1000,1578380656878
81787689,212320,0,2424085,3434,144171,1000,1578380660404
81516881,412626,0,2597301,32896,450872,1500,1578380663758
81559276,178545,0,2428719,17919,76112,300,1578380666259
81622186,71447,0,1316515,47047,61340,1000,1578380668941
81394266,150354,0,2982148,33142,69619,1500,1578380683162
81417721,156897,0,2837362,41919,42558,1000,1578380686328
81463167,103799,0,565624,10200,106624,1000,1578380687422
81474544,173764,0,1858325,31803,180134,1000,1578380690421
81431485,166534,0,1980861,39455,120635,500,1578380692145
81793657,238316,0,1618647,3901,221416,1000,1578380696212
81787689,212321,0,2424143,3434,144173,1000,1578380697729
81516881,412630,0,2597301,32896,450878,1500,1578380701237
81559276,178546,0,2428719,17919,76112,300,1578380704506
81622186,71451,0,1316607,47051,61346,1000,1578380706531
81394266,150355,0,2982148,33142,69620,1500,1578380720382
81417721,156899,0,2837362,41920,42559,1000,1578380724801
81463167,103799,0,565624,10200,106624,1000,1578380727485
81474544,173766,0,1858325,31806,180138,1000,1578380730814
81431485,166539,0,1980861,39456,120639,500,1578380733685
81793657,238316,0,1618647,3902,221418,1000,1578380735748
81787689,212322,0,2424143,3434,144173,1000,1578380740045
81516881,412632,0,2597366,32896,450880,1500,1578380742730
81559276,178551,0,2428769,17919,76116,300,1578380745085
81622186,71452,0,1316607,47051,61346,1000,1578380747364
81394266,150355,0,2982197,33142,69620,1500,1578380761618
81417721,156904,0,2837440,41920,42561,1000,1578380764632
81463167,103799,0,565627,10200,106624,1000,1578380765965
81474544,173767,0,1858417,31806,180139,1000,1578380770318
81431485,166543,0,1980944,39456,120639,500,1578380772218
81793657,238318,0,1618688,3902,221422,1000,1578380776087
81787689,212324,0,2424143,3434,144175,1000,1578380778661
81516881,412633,0,2597429,32897,450882,1500,1578380780765
81559276,178551,0,2428769,17919,76116,300,1578380784072
81622186,71454,0,1316702,47054,61349,1000,1578380788752
81394266,150357,0,2982259,33143,69621,1500,1578380800845
81417721,156906,0,2837440,41921,42562,1000,1578380803739
81463167,103799,0,565627,10200,106624,1000,1578380805127
81474544,173771,0,1858417,31806,180147,1000,1578380807826
81431485,166545,0,1980944,39456,120643,500,1578380811378
81793657,238320,0,1618688,3902,221422,1000,1578380814973
81787689,212326,0,2424192,3434,144175,1000,1578380818231
81516881,412637,0,2597429,32897,450886,1500,1578380823091
81559276,178553,0,2428830,17920,76118,300,1578380826241
81622186,71455,0,1316813,47056,61349,1000,1578380829668
81394266,150359,0,2982259,33145,69622,1500,1578380843512
81417721,156909,0,2837522,41922,42562,1000,1578380846819
81463167,103799,0,565629,10200,106624,1000,1578380847638
81474544,173772,0,1858503,31808,180149,1000,1578380850496
81431485,166548,0,1981018,39456,120643,500,1578380853086
81793657,238320,0,1618754,3902,221422,1000,1578380857590
81787689,212327,0,2424232,3434,144175,1000,1578380861969
81516881,412639,0,2597496,32897,450886,1500,1578380864654
81559276,178554,0,2428868,17920,76118,300,1578380866799
81622186,71457,0,1316813,47057,61351,1000,1578380870284
81394266,150360,0,2982307,33145,69622,1500,1578380881768
81417721,156912,0,2837522,41924,42562,1000,1578380885950
81463167,103799,0,565629,10200,106624,1000,1578380887271
81474544,173774,0,1858503,31810,180151,1000,1578380890306
81431485,166554,0,1981018,39456,120645,500,1578380891127
81793657,238322,0,1618754,3902,221426,1000,1578380895292
81787689,212328,0,2424232,3434,144175,1000,1578380898174
81516881,412640,0,2597496,32897,450886,1500,1578380902281
81559276,178554,0,2428868,17920,76118,300,1578380904639
81622186,71460,0,1316907,47059,61355,1000,1578380907085
81394266,150364,0,2982307,33146,69624,1500,1578380919576
81417721,156912,0,2837601,41924,42562,1000,1578380921200
81463167,103799,0,565636,10200,106624,1000,1578380923440
81474544,173776,0,1858596,31812,180154,1000,1578380927618
81431485,166556,0,1981110,39456,120645,500,1578380930171
81793657,238324,0,1618796,3902,221430,1000,1578380932839
81787689,212329,0,2424274,3434,144177,1000,1578380935594
81516881,412643,0,2597557,32897,450892,1500,1578380938157
81559276,178556,0,2428868,17920,76118,300,1578380939694
81622186,71462,0,1316907,47059,61357,1000,1578380943238
81394266,150367,0,2982364,33146,69625,1500,1578380954833
81417721,156913,0,2837601,41925,42562,1000,1578380957714
81463167,103799,0,565636,10200,106624,1000,1578380961561
81474544,173780,0,1858596,31813,180158,1000,1578380964390
81431485,166562,0,1981110,39456,120649,500,1578380966579
81793657,238325,0,1618796,3903,221432,1000,1578380968038
81787689,212330,0,2424274,3434,144177,1000,1578380969616
81516881,412645,0,2597557,32897,450892,1500,1578380972970
81559276,178557,0,2428921,17921,76119,300,1578380975735
81622186,71465,0,1316907,47059,61359,1000,1578380978405
81394266,150369,0,2982364,33146,69625,1500,1578380992693
81417721,156915,0,2837668,41926,42562,1000,1578380996019
81463167,103799,0,565639,10200,106624,1000,1578380999103
81474544,173783,0,1858692,31815,180161,1000,1578381003111
81431485,166568,0,1981191,39458,120654,500,1578381005442
81793657,238327,0,1618842,3903,221438,1000,1578381009724
81787689,212331,0,2424323,3435,144177,1000,1578381011998
81516881,412650,0,2597624,32897,450898,1500,1578381015137
81559276,178559,0,2428921,17921,76123,300,1578381017068
81622186,71469,0,1317006,47060,61361,1000,1578381020881
81394266,150370,0,2982409,33146,69625,1500,1578381034860
81417721,156919,0,2837668,41929,42563,1000,1578381037538
81463167,103799,0,565639,10200,106624,1000,1578381039058
81474544,173788,0,1858692,31815,180168,1000,1578381041419
81431485,166571,0,1981191,39459,120656,500,1578381043524
81793657,238331,0,1618842,3903,221438,1000,1578381047219
81787689,212334,0,2424323,3435,144180,1000,1578381050304
81516881,412651,0,2597624,32898,450902,1500,1578381053478
81559276,178563,0,2428970,17921,76125,300,1578381055263
81622186,71470,0,1317006,47060,61361,1000,1578381057246
81394266,150372,0,2982409,33147,69626,1500,1578381069726
81417721,156920,0,2837752,41929,42563,1000,1578381071130
81463167,103799,0,565639,10200,106624,1000,1578381072576
81474544,173792,0,1858764,31815,180170,1000,1578381073975
81431485,166575,0,1981280,39459,120658,500,1578381075040
81793657,238334,0,1618876,3903,221439,1000,1578381079010
81787689,212335,0,2424323,3435,144180,1000,1578381082174
81516881,412655,0,2597676,32898,450908,1500,1578381085636
81559276,178567,0,2428970,17921,76126,300,1578381089220
81622186,71475,0,1317105,47061,61365,1000,1578381090913
81394266,150372,0,2982459,33148,69626,1500,1578381105221
81417721,156922,0,2837752,41929,42565,1000,1578381108798
81463167,103799,0,565642,10200,106624,1000,1578381109636
81474544,173796,0,1858764,31815,180172,1000,1578381111328
81431485,166577,0,1981280,39459,120660,500,1578381112744
81793657,238336,0,1618876,3903,221439,1000,1578381114746
81787689,212335,0,2424366,3435,144180,1000,1578381119115
81516881,412657,0,2597676,32898,450910,1500,1578381123700
81559276,178567,0,2429032,17921,76126,300,1578381126151
81622186,71475,0,1317105,47063,61365,1000,1578381130746
81394266,150374,0,2982459,33148,69627,1500,1578381143379
81417721,156923,0,2837825,41930,42565,1000,1578381145834
81463167,103799,0,565642,10200,106624,1000,1578381149655
81474544,173797,0,1858847,31815,180174,1000,1578381151634
81431485,166584,0,1981357,39461,120663,500,1578381153015
81793657,238337,0,1618924,3903,221439,1000,1578381155979
81787689,212338,0,2424366,3435,144182,1000,1578381159427
81516881,412662,0,2597750,32898,450916,1500,1578381164373
81559276,178567,0,2429032,17922,76126,300,1578381166348
81622186,71478,0,1317228,47064,61369,1000,1578381170842
81394266,150375,0,2982506,33148,69627,1500,1578381183727
81417721,156923,0,2837825,41931,42565,1000,1578381187591
81463167,103799,0,565645,10200,106624,1000,1578381191360
81474544,173802,0,1858847,31815,180177,1000,1578381192745
81431485,166588,0,1981357,39462,120663,500,1578381195841
81793657,238338,0,1618924,3903,221441,1000,1578381198566
81787689,212339,0,2424422,3435,144182,1000,1578381201963
81516881,412664,0,2597750,32899,450918,1500,1578381205492
81559276,178568,0,2429092,17922,76126,300,1578381207918
81622186,71480,0,1317316,47066,61369,1000,1578381212337
81394266,150381,0,2982506,33148,69633,1500,1578381223981
81417721,156926,0,2837893,41932,42566,1000,1578381226468
81463167,103799,0,565645,10200,106624,1000,1578381227894
81474544,173803,0,1858929,31816,180177,1000,1578381230335
81431485,166589,0,1981445,39462,120663,500,1578381231771
81793657,238341,0,1618963,3903,221445,1000,1578381233642
81787689,212340,0,2424422,3435,144184,1000,1578381236638
81516881,412664,0,2597808,32899,450918,1500,1578381239730
81559276,178569,0,2429092,17922,76128,300,1578381243339
81622186,71481,0,1317316,47068,61369,1000,1578381247819
81394266,150382,0,2982566,33148,69633,1500,1578381259817
81417721,156927,0,2837893,41933,42566,1000,1578381261631
81463167,103799,0,565651,10200,106624,1000,1578381265391
81474544,173806,0,1858929,31816,180180,1000,1578381268536
81431485,166595,0,1981445,39462,120664,500,1578381270850
81793657,238344,0,1618963,3903,221447,1000,1578381274897
81787689,212341,0,2424463,3435,144184,1000,1578381278691
81516881,412666,0,2597808,32899,450920,1500,1578381281807
81559276,178573,0,2429138,17923,76128,300,1578381284644
81622186,71483,0,1317394,47069,61369,1000,1578381286610
81394266,150383,0,2982566,33150,69633,1500,1578381298349
81417721,156929,0,2837967,41933,42566,1000,1578381302826
81463167,103799,0,565651,10200,106624,1000,1578381305715
81474544,173806,0,1859013,31816,180180,1000,1578381308247
81431485,166600,0,1981521,39463,120669,500,1578381311348
81793657,238344,0,1619008,3903,221447,1000,1578381315038
81787689,212341,0,2424514,3435,144184,1000,1578381317712
81516881,412668,0,2597868,32901,450920,1500,1578381320684
81559276,178576,0,2429198,17923,76131,300,1578381323920
81622186,71487,0,1317394,47069,61373,1000,1578381328440
81394266,150384,0,2982617,33150,69633,1500,1578381342719
81417721,156931,0,2838042,41933,42566,1000,1578381346686
81463167,103799,0,565655,10200,106624,1000,1578381349331
81474544,173812,0,1859013,31816,180189,1000,1578381351629
81431485,166603,0,1981591,39464,120671,500,1578381353854
81793657,238344,0,1619008,3903,221447,1000,1578381356682
81787689,212342,0,2424514,3435,144184,1000,1578381358471
81516881,412672,0,2597868,32902,450924,1500,1578381362168
81559276,178576,0,2429198,17923,76131,300,1578381363279
81622186,71487,0,1317483,47070,61373,1000,1578381366924
81394266,150385,0,2982617,33151,69633,1500,1578381378729
81417721,156933,0,2838042,41935,42566,1000,1578381382409
81463167,103799,0,565655,10200,106624,1000,1578381385877
81474544,173813,0,1859087,31816,180189,1000,1578381389025
81431485,166606,0,1981591,39467,120671,500,1578381390946
81793657,238347,0,1619057,3903,221450,1000,1578381395387
81787689,212347,0,2424576,3435,144186,1000,1578381398581
81516881,412676,0,2597942,32902,450926,1500,1578381400784
81559276,178576,0,2429241,17923,76131,300,1578381403878
81622186,71488,0,1317483,47071,61375,1000,1578381408035
81394266,150386,0,2982672,33151,69633,1500,1578381421719
81417721,156934,0,2838109,41935,42566,1000,1578381425595
81463167,103799,0,565659,10200,106624,1000,1578381427718
81474544,173816,0,1859087,31816,180193,1000,1578381429495
81431485,166608,0,1981671,39467,120673,500,1578381432190
81793657,238349,0,1619057,3903,221454,1000,1578381435755
81787689,212349,0,2424576,3435,144187,1000,1578381437863
81516881,412680,0,2597942,32902,450934,1500,1578381442370
81559276,178578,0,2429241,17923,76131,300,1578381444204
81622186,71491,0,1317594,47071,61377,1000,1578381447336
81394266,150386,0,2982672,33151,69633,1500,1578381459667
81417721,156939,0,2838109,41937,42567,1000,1578381461468
81463167,103799,0,565659,10200,106624,1000,1578381462801
81474544,173820,0,1859174,31817,180197,1000,1578381465208
81431485,166609,0,1981671,39468,120677,500,1578381467742
81793657,238351,0,1619108,3903,221456,1000,1578381471986
81787689,212350,0,2424626,3435,144189,1000,1578381475325
81516881,412681,0,2598003,32902,450936,1500,1578381480226
81559276,178579,0,2429304,17923,76131,300,1578381481294
81622186,71492,0,1317594,47071,61377,1000,1578381483594
81394266,150387,0,2982730,33151,69633,1500,1578381497734
81417721,156940,0,2838198,41941,42567,1000,1578381500500
81463167,103799,0,565659,10200,106624,1000,1578381501445
81474544,173824,0,1859174,31818,180201,1000,1578381504298
81431485,166619,0,1981752,39469,120687,500,1578381506357
81793657,238351,0,1619108,3903,221456,1000,1578381508956
81787689,212352,0,2424626,3435,144189,1000,1578381512073
81516881,412682,0,2598003,32902,450936,1500,1578381514416
81559276,178581,0,2429304,17923,76131,300,1578381518281
81622186,71494,0,1317692,47073,61377,1000,1578381521630
81394266,150387,0,2982730,33151,69633,1500,1578381535347
81417721,156943,0,2838198,41943,42567,1000,1578381538311
81463167,103799,0,565665,10200,106624,1000,1578381539269
81474544,173825,0,1859257,31818,180204,1000,1578381543609
81431485,166625,0,1981752,39469,120687,500,1578381545250
81793657,238354,0,1619157,3903,221459,1000,1578381549727
81787689,212353,0,2424670,3435,144189,1000,1578381552970
81516881,412683,0,2598070,32903,450938,1500,1578381555596
81559276,178582,0,2429360,17923,76131,300,1578381557007
81622186,71494,0,1317692,47074,61377,1000,1578381560847
81394266,150388,0,2982786,33151,69633,1500,1578381574593
81417721,156944,0,2838275,41943,42567,1000,1578381576109
81463167,103799,0,565665,10200,106624,1000,1578381578213
81474544,173828,0,1859257,31818,180206,1000,1578381582515
81431485,166628,0,1981830,39471,120697,500,1578381586231
81793657,238354,0,1619157,3903,221459,1000,1578381588033
81787689,212354,0,2424670,3435,144189,1000,1578381591532
81516881,412685,0,2598070,32903,450946,1500,1578381593589
81559276,178584,0,2429360,17924,76134,300,1578381596856
81622186,71499,0,1317831,47076,61379,1000,1578381600830
81394266,150388,0,2982786,33151,69634,1500,1578381614324
81417721,156946,0,2838275,41943,42568,1000,1578381618662
81463167,103800,0,565665,10200,106624,1000,1578381622214
81474544,173828,0,1859340,31818,180208,1000,1578381626512
81431485,166631,0,1981830,39472,120702,500,1578381629404
81793657,238356,0,1619201,3903,221459,1000,1578381632314
81787689,212356,0,2424723,3435,144191,1000,1578381634722
81516881,412689,0,2598131,32903,450950,1500,1578381639691
81559276,178587,0,2429412,17925,76134,300,1578381642722
81622186,71503,0,1317831,47078,61383,1000,1578381646520
81394266,150391,0,2982847,33152,69634,1500,1578381659948
81417721,156949,0,2838352,41943,42568,1000,1578381663406
81463167,103800,0,565670,10200,106624,1000,1578381667105
81474544,173831,0,1859429,31818,180212,1000,1578381669105
81431485,166635,0,1981904,39472,120704,500,1578381670492
81793657,238356,0,1619201,3903,221459,1000,1578381674473
81787689,212359,0,2424723,3435,144193,1000,1578381678690
81516881,412693,0,2598131,32903,450954,1500,1578381680987
81559276,178590,0,2429412,17925,76136,300,1578381684287
81622186,71508,0,1317925,47080,61385,1000,1578381687466
81394266,150393,0,2982847,33152,69635,1500,1578381700066
81417721,156951,0,2838352,41944,42568,1000,1578381702831
81463167,103800,0,565670,10200,106624,1000,1578381704812
81474544,173835,0,1859429,31818,180216,1000,1578381707365
81431485,166639,0,1981904,39473,120706,500,1578381708353
81793657,238359,0,1619235,3903,221465,1000,1578381711204
81787689,212361,0,2424782,3435,144193,1000,1578381715652
81516881,412695,0,2598194,32903,450956,1500,1578381720192
81559276,178594,0,2429475,17925,76141,300,1578381722028
81622186,71509,0,1317925,47081,61387,1000,1578381723708
81394266,150396,0,2982905,33152,69637,1500,1578381735271
81417721,156953,0,2838436,41944,42568,1000,1578381739509
81463167,103800,0,565670,10200,106624,1000,1578381742985
81474544,173838,0,1859525,31818,180217,1000,1578381745094
81431485,166640,0,1981976,39473,120710,500,1578381746710
81793657,238359,0,1619235,3903,221465,1000,1578381748663
81787689,212361,0,2424782,3435,144193,1000,1578381752646
81516881,412698,0,2598194,32903,450958,1500,1578381754924
81559276,178596,0,2429475,17926,76142,300,1578381758670
81622186,71515,0,1318027,47082,61390,1000,1578381763146
81394266,150398,0,2982905,33152,69637,1500,1578381775033
81417721,156954,0,2838436,41944,42568,1000,1578381776759
81463167,103800,0,565671,10200,106624,1000,1578381779294
