0.98,1578484594,81793657,3
0.53,1578485626,81793657,19
1.00,1578485683,81793657,7
0.23,1578485725,81793657,5
0.99,1578485850,81793657,5
0.40,1578485831,81793657,9
0.49,1578485889,81793657,4
