00:00,1859
01:00,1169
02:00,685
03:00,344
04:00,237
05:00,211
06:00,183
07:00,355
08:00,927
09:00,1308
10:00,1919
11:00,2231
12:00,2867
13:00,2936
14:00,2625
15:00,2495
16:00,2626
17:00,2990
18:00,3246
19:00,3242
20:00,3221
21:00,3536
22:00,3645
23:00,3058
