81417721,580,1578059280100
81394266,528,1578059280100
81463167,121,1578059280100
81431485,931,1578059340100
81559276,873,1578059340100
81787689,851,1578059340100
81431485,1932,1578059400100
81787689,1780,1578059400100
81559276,1747,1578059400100
81559276,2694,1578059460100
81431485,1932,1578059460100
81787689,1780,1578059460100
81559276,3613,1578059520100
81431485,2908,1578059520100
81787689,2706,1578059520100
81431485,3899,1578059580100
81787689,3687,1578059580100
81559276,3613,1578059580100
81559276,4582,1578059640100
81431485,3899,1578059640100
81787689,3687,1578059640100
81559276,4582,1578059700100
81431485,3899,1578059700100
81787689,3687,1578059700100
81559276,4582,1578059760100
81431485,3899,1578059760100
81787689,3687,1578059760100
81417721,4743,1578059820100
81559276,4582,1578059820100
81474544,4238,1578059820100
81787689,7732,1578059880100
81431485,7585,1578059880100
81559276,7070,1578059880100
81787689,8738,1578059940100
81559276,7894,1578059940100
81431485,7585,1578059940100
81787689,8738,1578060000100
81559276,8736,1578060000100
81431485,8490,1578060000100
81787689,9768,1578060060100
81431485,9423,1578060060100
81559276,8736,1578060060100
81787689,10791,1578060120100
81431485,10349,1578060120100
81559276,9522,1578060120100
81787689,10791,1578060180100
81431485,10349,1578060180100
81559276,9522,1578060180100
81787689,12965,1578060240100
81431485,12233,1578060240100
81559276,11006,1578060240100
81787689,14067,1578060300100
81431485,13195,1578060300100
81559276,11815,1578060300100
81787689,14067,1578060360100
81431485,13195,1578060360100
81559276,12750,1578060360100
81787689,15112,1578060420100
81431485,14096,1578060420100
81559276,13681,1578060420100
81787689,16240,1578060480100
81431485,15061,1578060480100
81559276,13681,1578060480100
81787689,17350,1578060540100
81431485,16004,1578060540100
81559276,14650,1578060540100
81787689,18474,1578060600100
81431485,16004,1578060600100
81559276,15593,1578060600100
81787689,18474,1578060660100
81431485,16923,1578060660100
81559276,16530,1578060660100
81787689,19638,1578060720100
81431485,17903,1578060720100
81559276,16530,1578060720100
81787689,20747,1578060780100
81431485,18813,1578060780100
81559276,17485,1578060780100
81787689,20747,1578060840100
81431485,19709,1578060840100
81559276,18435,1578060840100
81787689,21941,1578060900100
81431485,20644,1578060900100
81559276,19351,1578060900100
81787689,23075,1578060960100
81431485,20644,1578060960100
81559276,20201,1578060960100
81787689,24236,1578061020100
81431485,21572,1578061020100
81559276,20999,1578061020100
81787689,25389,1578061080100
81431485,22501,1578061080100
81559276,20126,1578061080100
81787689,25645,1578061140100
81431485,22476,1578061140100
81559276,20879,1578061140100
81787689,24716,1578061200100
81431485,21475,1578061200100
81559276,20857,1578061200100
81787689,24958,1578061260100
81431485,21382,1578061260100
81559276,20707,1578061260100
81787689,26065,1578061320100
81431485,22305,1578061320100
81559276,19788,1578061320100
81787689,26275,1578061380100
81431485,22209,1578061380100
81559276,20498,1578061380100
81787689,24427,1578061440100
81431485,20336,1578061440100
81559276,17772,1578061440100
81787689,24427,1578061500100
81431485,20336,1578061500100
81559276,18563,1578061500100
81787689,25580,1578061560100
81431485,21211,1578061560100
81559276,19426,1578061560100
81787689,26711,1578061620100
81431485,22070,1578061620100
81559276,20360,1578061620100
81787689,26749,1578061680100
81431485,22026,1578061680100
81559276,19536,1578061680100
81787689,25743,1578061740100
81431485,22017,1578061740100
81559276,19595,1578061740100
81787689,25836,1578061800100
81431485,21084,1578061800100
81559276,20519,1578061800100
81787689,26038,1578061860100
81431485,21031,1578061860100
81559276,20686,1578061860100
81787689,26175,1578061920100
81431485,21016,1578061920100
81559276,19202,1578061920100
81787689,27360,1578061980100
81431485,21862,1578061980100
81559276,20207,1578061980100
81787689,27415,1578062040100
81559276,21151,1578062040100
81431485,20884,1578062040100
81787689,26313,1578062100100
81559276,21228,1578062100100
81431485,20790,1578062100100
81787689,26417,1578062160100
81431485,20827,1578062160100
81559276,20293,1578062160100
81787689,27561,1578062220100
81431485,21863,1578062220100
81559276,20110,1578062220100
81787689,27625,1578062280100
81431485,21895,1578062280100
81559276,19894,1578062280100
81787689,26515,1578062340100
81431485,20952,1578062340100
81559276,19739,1578062340100
81787689,27775,1578062400100
81431485,22085,1578062400100
81559276,20505,1578062400100
81787689,27775,1578062460100
81431485,21105,1578062460100
81559276,19568,1578062460100
81787689,26721,1578062520100
81431485,22117,1578062520100
81559276,19361,1578062520100
81787689,27881,1578062580100
81431485,22333,1578062580100
81559276,19193,1578062580100
81787689,26687,1578062640100
81431485,21437,1578062640100
81559276,19946,1578062640100
81787689,26801,1578062700100
81431485,21580,1578062700100
81559276,19869,1578062700100
81787689,26862,1578062760100
81431485,22596,1578062760100
81559276,19939,1578062760100
81787689,26874,1578062820100
81431485,21693,1578062820100
81559276,19141,1578062820100
81787689,28052,1578062880100
81431485,22632,1578062880100
81559276,19302,1578062880100
81787689,28141,1578062940100
81431485,22618,1578062940100
81559276,20265,1578062940100
81787689,26973,1578063000100
81431485,22584,1578063000100
81559276,20401,1578063000100
81787689,28156,1578063060100
81431485,21661,1578063060100
