81394266,2500465,1578059280100
81516881,2236572,1578059280100
81417721,2190346,1578059280100
81394266,2500465,1578059340100
81516881,2236865,1578059340100
81417721,2190346,1578059340100
81394266,2500964,1578059400100
81516881,2237159,1578059400100
81417721,2190927,1578059400100
81394266,2501488,1578059460100
81516881,2237439,1578059460100
81417721,2191517,1578059460100
81394266,2502004,1578059520100
81516881,2237721,1578059520100
81417721,2192086,1578059520100
81394266,2502474,1578059580100
81516881,2237721,1578059580100
81417721,2192086,1578059580100
81394266,2502474,1578059640100
81516881,2238013,1578059640100
81417721,2192625,1578059640100
81394266,2502474,1578059700100
81516881,2238013,1578059700100
81417721,2192625,1578059700100
81394266,2502474,1578059760100
81516881,2238013,1578059760100
81417721,2192625,1578059760100
81394266,2503951,1578059820100
81516881,2238013,1578059820100
81417721,2194509,1578059820100
81394266,2504447,1578059880100
81516881,2238903,1578059880100
81417721,2194509,1578059880100
81394266,2504447,1578059940100
81516881,2239209,1578059940100
81417721,2195157,1578059940100
81394266,2504903,1578060000100
81516881,2239522,1578060000100
81417721,2195850,1578060000100
81394266,2505345,1578060060100
81516881,2239522,1578060060100
81417721,2196506,1578060060100
81394266,2505345,1578060120100
81516881,2239815,1578060120100
81417721,2196506,1578060120100
81394266,2505345,1578060180100
81516881,2239815,1578060180100
81417721,2196506,1578060180100
81394266,2506323,1578060240100
81516881,2240406,1578060240100
81417721,2197882,1578060240100
81394266,2506792,1578060300100
81516881,2240710,1578060300100
81417721,2198580,1578060300100
81394266,2507304,1578060360100
81516881,2240999,1578060360100
81417721,2199231,1578060360100
81394266,2507834,1578060420100
81516881,2240999,1578060420100
81417721,2199851,1578060420100
81394266,2508360,1578060480100
81516881,2241330,1578060480100
81417721,2199851,1578060480100
81394266,2508360,1578060540100
81516881,2241620,1578060540100
81417721,2200465,1578060540100
81394266,2508869,1578060600100
81516881,2241919,1578060600100
81417721,2201097,1578060600100
81394266,2509384,1578060660100
81516881,2241919,1578060660100
81417721,2201722,1578060660100
81394266,2509886,1578060720100
81516881,2242562,1578060720100
81417721,2201722,1578060720100
81394266,2509886,1578060780100
81516881,2242562,1578060780100
81417721,2202336,1578060780100
81394266,2510442,1578060840100
81516881,2242882,1578060840100
81417721,2202921,1578060840100
81394266,2511008,1578060900100
81516881,2243229,1578060900100
81417721,2203555,1578060900100
81394266,2511494,1578060960100
81516881,2243530,1578060960100
81417721,2204269,1578060960100
81394266,2511963,1578061020100
81516881,2243833,1578061020100
